42.7546, 20.2542, 12.3134
4.6915, 37.4700, 38.1869
13.5099, 7.6043, 29.3869
19.9687, 36.6341, 8.8883
13.8825, 10.8779, 2.2315
26.4476, 26.6357, 30.6606
6.4965, 27.1128, 18.8529
27.9425, 10.5833, 17.9493
37.7891, 36.8383, 15.2008
4.7941, 20.1644, 37.0397
17.8520, 28.2456, 45.1064
12.1358, 23.8452, 5.9429
38.7355, 22.7789, 28.3388
27.6376, 11.5511, 5.1350
10.7043, 11.3389, 15.1645
15.5777, 17.5574, 34.7295
21.5942, 34.4443, 21.0573
34.4616, 20.9683, 1.9573
33.0679, 35.7293, 2.7783
44.4890, 33.5015, 6.5295
15.2021, 29.6903, 26.1589
3.2052, 16.0608, 26.2769
28.6697, 39.1458, 12.5583
23.9846, 36.2908, 44.4100
43.0454, 28.9280, 21.5686
