42.7546, 20.2542, 12.3134
4.6915, 37.4700, 38.1869
13.5099, 7.6043, 29.3869
19.9687, 36.6341, 8.8883
13.8825, 10.8779, 2.2315
26.4476, 26.6357, 30.6606
6.4965, 27.1128, 18.8529
27.9425, 10.5833, 17.9493
37.7891, 36.8383, 15.2008
4.7941, 20.1644, 37.0397
17.8520, 28.2456, 45.1064
12.1358, 23.8452, 5.9429
38.7355, 22.7789, 28.3388
27.6376, 11.5511, 5.1350
10.7043, 11.3389, 15.1645
15.5777, 17.5574, 34.7295
21.5942, 34.4443, 21.0573
34.4616, 20.9683, 1.9573
33.0679, 35.7293, 2.7783
44.4890, 33.5015, 6.5295
15.2021, 29.6903, 26.1589
3.2052, 16.0608, 26.2769
28.6697, 39.1458, 12.5583
23.9846, 36.2908, 44.4100
43.0454, 28.9280, 21.5686
30.6360, 16.5952, 27.0337
8.0662, 29.1450, 35.8532
19.0645, 13.3630, 9.6066
36.2897, 13.1273, 11.6364
14.1254, 29.8999, 13.7494
4.1443, 16.5948, 18.3036
35.7307, 34.1891, 25.7099
20.7052, 28.7605, 1.9547
45.6012, 24.6136, 5.5031
15.9965, 11.1733, 22.1053
6.3692, 24.6978, 30.1594
12.1631, 22.4453, 39.2454
46.4323, 29.5554, 13.4012
4.8856, 39.3702, 46.1403
22.2214, 17.2609, 27.5536
6.2956, 8.1949, 26.4654
6.7913, 20.9904, 12.4024
31.3345, 37.2705, 20.1417
19.5413, 15.9239, 1.9569
40.0108, 16.4238, 18.7962
18.7316, 24.7955, 30.0509
4.6699, 13.0830, 35.7083
18.0620, 37.3059, 15.6485
29.7004, 32.2003, 28.8526
33.6441, 15.0817, 4.6088
41.9202, 21.4925, 22.9963
4.8808, 33.2868, 43.9632
13.1627, 16.9496, 2.7776
24.0234, 35.6118, 3.6250
23.9725, 13.6301, 22.3752
36.5199, 17.8500, 24.2336
14.0696, 29.2007, 2.6898
13.2550, 11.3812, 35.9737
21.3668, 12.6193, 15.4128
4.1419, 20.8668, 22.5750
21.7435, 30.4011, 39.9190
36.0678, 28.5589, 1.9566
38.9273, 16.4154, 7.4259
34.2315, 38.1763, 8.6932
17.2517, 14.9053, 29.1481
13.7137, 31.1862, 19.3820
32.0086, 14.4504, 21.7439
22.1119, 31.6712, 47.8762
26.2941, 34.6933, 24.8320
7.7741, 8.1094, 33.0985
17.7889, 24.8202, 37.0255
33.4445, 26.1026, 31.1439
16.3494, 34.6301, 2.5458
11.6245, 25.3555, 32.8206
7.0215, 13.2776, 23.0931
38.7210, 33.7115, 6.6489
6.4478, 26.3912, 41.0194
26.9650, 20.5120, 30.1037
25.5573, 39.0085, 18.4266
41.1706, 30.4089, 2.6263
23.8014, 15.3740, 8.8056
33.2627, 20.7356, 30.1998
40.3590, 21.7281, 3.9190
9.7644, 27.4280, 25.7968
9.1628, 15.9191, 11.6401
9.5839, 16.8455, 38.9600
18.6802, 29.2932, 6.6690
39.8213, 28.8739, 26.7545
25.1104, 17.5362, 1.9562
15.6187, 24.3350, 42.4855
47.4671, 25.0968, 10.4857
3.0206, 19.0343, 30.7525
8.4120, 22.0428, 2.7922
27.6631, 11.4522, 12.5892
18.5367, 11.7659, 4.4473
9.5283, 26.5330, 11.9131
21.4658, 32.1555, 25.8263
14.1170, 27.9254, 8.6461
34.6020, 12.0639, 17.7515
7.7379, 30.1810, 41.7163
