13.4914, 10.0641, 23.6865
48.4746, 17.4626, 47.7991
43.4497, 28.5407, 2.3534
7.7850, 41.3161, 45.4712
7.3486, 39.2248, 13.9544
34.5192, 40.8285, 31.8166
10.5765, 10.2862, 48.1087
34.6151, 7.9333, 30.5033
3.4918, 13.0985, 2.1368
23.0831, 28.4813, 9.4363
48.1809, 24.6263, 22.6191
27.4993, 9.1845, 6.9532
28.2479, 24.8541, 46.2548
44.5061, 10.6914, 6.1832
13.7679, 28.8619, 25.5741
48.1923, 41.2545, 18.7103
44.7008, 30.2322, 37.8412
10.3268, 24.8491, 40.9534
26.0402, 8.1462, 47.0881
36.3304, 38.5690, 48.2018
28.1320, 21.5863, 26.2450
3.6837, 20.9026, 14.4482
2.2937, 7.6977, 16.4118
47.8962, 9.1067, 26.2186
2.4886, 36.2377, 32.0387
