-17.3463, 45.6848, 33.3694
-17.1514, 45.4128, 33.3659
-16.9563, 45.1411, 33.3619
-16.7610, 44.8695, 33.3575
-16.5655, 44.5980, 33.3526
-16.3698, 44.3267, 33.3472
-16.1738, 44.0556, 33.3413
-15.9777, 43.7846, 33.3350
-15.7813, 43.5138, 33.3281
-15.5848, 43.2432, 33.3208
-15.3880, 42.9727, 33.3129
-15.1910, 42.7025, 33.3045
-14.9937, 42.4324, 33.2957
-14.7963, 42.1624, 33.2862
-14.5986, 41.8927, 33.2763
-14.4006, 41.6232, 33.2658
-14.2025, 41.3538, 33.2548
-14.0041, 41.0847, 33.2432
-13.8054, 40.8158, 33.2311
-13.6065, 40.5470, 33.2184
-13.4074, 40.2785, 33.2051
-13.2080, 40.0102, 33.1913
-13.0084, 39.7421, 33.1768
-12.8085, 39.4742, 33.1618
-12.6083, 39.2066, 33.1461
-12.4079, 38.9392, 33.1299
-12.2072, 38.6720, 33.1130
-12.0063, 38.4051, 33.0955
-11.8050, 38.1384, 33.0773
-11.6035, 37.8720, 33.0585
-11.4018, 37.6059, 33.0391
-11.1997, 37.3400, 33.0189
-10.9974, 37.0743, 32.9981
-10.7947, 36.8090, 32.9766
-10.5918, 36.5439, 32.9545
-10.3886, 36.2791, 32.9316
-10.1850, 36.0147, 32.9079
-9.9812, 35.7505, 32.8836
-9.7770, 35.4866, 32.8585
-9.5726, 35.2230, 32.8327
-9.3678, 34.9598, 32.8061
-9.1627, 34.6969, 32.7787
-8.9572, 34.4344, 32.7506
-8.7515, 34.1721, 32.7216
-8.5453, 33.9103, 32.6918
-8.3389, 33.6488, 32.6612
-8.1321, 33.3877, 32.6298
-7.9250, 33.1269, 32.5975
-7.7174, 32.8666, 32.5643
-7.5096, 32.6067, 32.5303
-7.3013, 32.3471, 32.4953
-7.0927, 32.0881, 32.4595
-6.8837, 31.8294, 32.4227
-6.6744, 31.5712, 32.3849
-6.4646, 31.3134, 32.3462
-6.2544, 31.0561, 32.3066
-6.0439, 30.7993, 32.2659
-5.8329, 30.5430, 32.2242
-5.6215, 30.2873, 32.1815
